Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
EHPL,Eastern Hydropower Limited,Hydro Power,430.10,2.67 Ar,+2.60%,-1.47%,+6.99%,-0.67%,-49.33%,+81.02%,9.91,43.41,5.52,"89,918.90","48,268.40",+86.29%,"83,437.97","44,762.24",+86.40%,"30,710.82","17,936.45",+71.22%,9.91,11.57,-14.39%,77.86,75.81,+2.71%,"11,06,949.99","11,03,767.77",+0.29%,"6,24,189.60","6,33,742.96",-1.51%,"6,20,000.00","6,20,000.00",0.00%,"-1,37,239.61","-1,49,975.19",-8.49%
ENL,Emerging Nepal Limited,Organized Fund,932.70,5.18 Ar,+0.51%,+1.42%,+3.63%,+5.41%,-21.90%,+230.39%,6.15,151.69,8.44,"20,292.62",513.66,"+3,850.59%","18,641.74","-1,501.87","-1,341.23%","17,080.73","-1,894.32","-1,001.68%",6.15,-1.36,-550.84%,110.46,108.52,+1.78%,"6,55,883.56","6,11,043.45",+7.34%,"42,188.83","8,096.10",+421.10%,"5,55,600.00","5,55,600.00",0.00%,"58,094.73","47,347.34",+22.70%
FMDBL,First Micro Finance Development Bank,Microcredit,789.00,10.61 Ar,+1.15%,-1.38%,-0.50%,-5.12%,-1.54%,+53.47%,10.47,75.34,6.15,"2,00,576.21","1,03,271.27",+94.22%,"97,454.97","44,841.81",+117.33%,"70,416.30","16,840.53",+318.14%,10.47,5.01,+109.07%,128.31,132.54,-3.19%,"59,10,806.41","58,02,112.17",+1.87%,"41,85,174.24","40,19,557.44",+4.12%,"13,44,871.32","13,44,871.32",0.00%,"3,80,760.84","4,37,683.41",-13.01%
FOWAD,Forward Community Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,061.00",12.69 Ar,+0.95%,-1.76%,-1.39%,-1.03%,-16.46%,-13.43%,31.98,33.18,4.52,"14,37,582.46","7,07,666.54",+103.14%,"7,19,338.20","3,33,955.37",+115.40%,"1,91,235.42","57,153.55",+234.60%,31.98,19.12,+67.30%,234.69,271.79,-13.65%,"2,29,50,518.41","2,24,21,067.17",+2.36%,"2,01,43,743.79","1,91,70,597.30",+5.08%,"11,95,953.71","11,95,953.71",0.00%,"16,10,820.90","20,54,516.16",-21.60%
GBBD85,"Garima Debenture, 2085",Bond,"1,071.09",0.00,+0.01%,-0.19%,-1.46%,-3.94%,+3.49%,+7.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBBL,Garima Bikas Bank,Development Bank,398.70,22.65 Ar,+0.45%,-0.52%,+1.71%,+6.89%,+8.16%,+97.53%,21.10,18.90,2.50,"38,42,874.46","20,53,389.90",+87.15%,"18,80,415.18","9,98,594.65",+88.31%,"6,35,130.81","2,50,575.27",+153.47%,21.10,17.64,+19.56%,159.59,166.38,-4.08%,"10,48,94,583.90","10,49,65,367.90",-0.07%,"9,52,84,856.42","9,55,14,005.41",-0.24%,"60,21,348.37","56,80,517.33",+6.00%,"35,88,379.13","37,70,845.14",-4.84%
GBIME,Global Ime Bank,Commercial Banks,224.90,85.72 Ar,-0.49%,-0.22%,-1.36%,-0.27%,+6.12%,-30.59%,17.06,13.18,1.28,"2,00,87,055.00","1,03,21,005.00",+94.62%,"80,22,317.00","41,33,063.00",+94.10%,"32,52,116.00","18,58,651.00",+74.97%,17.06,19.51,-12.51%,175.29,179.50,-2.34%,"74,82,96,592.00","72,96,28,550.00",+2.56%,"68,14,83,217.00","66,12,10,840.00",+3.07%,"3,81,15,853.00","3,81,15,853.00",0.00%,"2,86,97,523.00","3,03,01,859.00",-5.29%
GBIMESY2,Global IME Sammunat Yojana -2,Mutual Fund,9.52,1.43 Ar,+0.42%,-0.73%,+6.72%,+6.96%,-4.70%,-4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBLBS,Grameen Bikas Laghubitta,Microcredit,760.00,7.47 Ar,-0.39%,-2.06%,-1.04%,-10.80%,-15.56%,-24.00%,43.75,17.37,2.73,"10,54,426.94","5,27,844.67",+99.76%,"6,64,280.66","3,35,561.89",+97.96%,"2,19,906.87","1,22,027.52",+80.21%,43.75,49.68,-11.94%,278.07,280.45,-0.85%,"1,53,98,251.00","1,44,00,050.39",+6.93%,"1,26,02,636.20","1,16,44,624.86",+8.23%,"10,05,350.00","9,82,500.00",+2.33%,"17,90,264.80","17,72,925.53",+0.98%
GCIL,Ghorahi Cement Industry Limited,Manufacturing And Processing,416.20,19.01 Ar,+0.26%,-2.53%,-4.87%,+8.61%,-6.69%,+3.56%,-10.54,-39.47,2.50,"20,98,530.46","9,11,970.83",+130.11%,"4,22,479.13","2,29,569.77",+84.03%,"-2,64,902.71","-1,28,020.83",+106.92%,-10.54,-11.21,-5.94%,166.58,186.38,-10.62%,"2,19,10,646.41","2,23,27,733.14",-1.87%,"1,35,40,668.26","1,38,14,362.99",-1.98%,"50,24,454.27","45,67,685.70",+10.00%,"33,45,523.88","39,45,684.45",-15.21%
GFCL,Goodwill Finance,Finance,641.00,6.06 Ar,+0.94%,-2.48%,+1.42%,+11.67%,-11.59%,+156.01%,23.61,27.14,2.50,"6,79,424.44","2,67,979.91",+153.54%,"3,04,998.81","73,340.89",+315.86%,"1,11,708.62","37,384.70",+198.81%,23.61,15.81,+49.40%,256.65,200.26,+28.16%,"1,61,62,191.26","1,50,22,052.67",+7.59%,"1,37,33,951.54","1,31,27,506.60",+4.62%,"9,46,115.20","9,46,115.20",0.00%,"14,82,124.52","9,48,530.87",+56.25%
GHL,Ghalemdi Hydro Limited,Hydro Power,256.89,4.24 Ar,-1.20%,+1.34%,+22.33%,+21.01%,+17.84%,+134.26%,-2.06,-124.49,2.69,"69,747.43","34,479.08",+102.29%,"48,428.37","16,380.79",+195.64%,"-17,025.37","-17,388.07",-2.09%,-2.06,-4.22,-51.04%,95.65,95.63,+0.02%,"22,67,173.39","24,70,485.67",-8.23%,"6,88,902.61","8,92,577.66",-22.82%,"16,50,000.00","16,50,000.00",0.00%,"-71,729.22","-72,091.99",-0.50%
GIBF1,Global IME Balanced Fund-1,Mutual Fund,10.81,1.11 Ar,+0.19%,+1.03%,+1.60%,+8.10%,+11.79%,+48.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,110.59",6.87 Ar,-1.19%,-5.40%,-3.00%,-2.06%,-11.73%,-13.46%,32.67,33.99,5.63,"7,73,237.71","3,73,963.25",+106.77%,"4,87,691.11","2,27,419.68",+114.45%,"1,05,905.61","62,179.33",+70.32%,32.67,40.19,-18.70%,197.29,220.09,-10.36%,"1,08,68,379.45","1,05,57,264.19",+2.95%,"95,89,375.83","91,95,153.05",+4.29%,"6,48,297.80","6,18,900.05",+4.75%,"6,30,705.82","7,43,211.10",-15.14%
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,929.00",2.23 Ar,+0.47%,-1.18%,+0.21%,-2.62%,-7.80%,+115.02%,40.22,47.96,12.11,"1,49,387.88","74,336.39",+100.96%,"87,659.35","42,946.75",+104.11%,"26,620.45","14,488.97",+83.73%,40.22,50.03,-19.59%,159.33,172.27,-7.51%,"23,01,386.76","22,29,853.54",+3.21%,"20,90,501.04","20,30,280.01",+2.97%,"1,32,358.05","1,15,849.50",+14.25%,"78,527.67","83,724.03",-6.21%
GLH,GreenLife Hydropower Limited,Hydro Power,284.00,5.11 Ar,+1.25%,+4.80%,+14.98%,+11.37%,+6.41%,-13.41%,2.41,118.08,2.57,0.00,0.00,0.00%,0.00,0.00,0.00%,"10,823.37","43,390.90",-75.06%,2.41,2.41,-0.22%,110.33,109.77,+0.51%,"1,08,33,627.08","1,05,70,643.15",+2.49%,"88,47,758.79","85,94,862.95",+2.94%,"18,00,000.00","18,00,000.00",0.00%,"1,85,868.30","1,75,780.19",+5.74%
GMFBS,Ganapati Microfinance Bittiya Sanstha,Microcredit,"1,410.00",2.14 Ar,-1.95%,-4.60%,-6.00%,-7.54%,-22.78%,+16.52%,-4.71,-299.33,7.61,"1,73,083.61","86,877.38",+99.23%,"1,01,950.69","49,041.91",+107.88%,"-3,569.46","11,621.77",-130.71%,-4.71,30.67,-115.36%,185.26,195.32,-5.15%,"25,48,499.72","26,81,064.75",-4.94%,"22,67,732.84","23,85,052.07",-4.92%,"1,51,554.53","1,51,554.53",0.00%,"1,29,212.35","1,44,458.15",-10.55%
GMFIL,Guheshowori Merchant Bank & Finance,Finance,467.90,4.74 Ar,+1.30%,-1.29%,+2.39%,+1.72%,-14.93%,+144.10%,3.33,140.56,2.84,"3,26,454.00","1,67,378.00",+95.04%,"1,06,532.00","50,370.00",+111.50%,"16,847.00","-30,766.00",-154.76%,3.33,-12.16,-127.38%,164.67,157.35,+4.65%,"1,00,65,825.00","99,98,839.00",+0.67%,"83,99,106.00","84,06,156.00",-0.08%,"10,12,176.00","10,12,176.00",0.00%,"6,54,543.00","5,80,507.00",+12.75%
GMLI,Guardian Micro Life Insurance Limited,Life Insurance,"1,745.00",13.09 Ar,-1.02%,-4.80%,+1.46%,-2.76%,+296.05%,+427.03%,3.53,493.73,16.83,"2,71,794.79","1,28,200.85",+112.01%,"33,775.08",514.95,"+6,458.93%","13,253.74","7,084.62",+87.08%,3.53,3.78,-6.46%,106.91,106.08,+0.78%,"12,33,320.71","11,69,642.90",+5.44%,"4,31,520.59","3,74,011.90",+15.38%,"7,50,000.00","7,50,000.00",0.00%,"27,682.32","22,191.80",+24.74%
GRDBL,Green Development Bank Ltd.,Development Bank,"1,093.09",6.23 Ar,+2.35%,-5.28%,-1.96%,+15.26%,-22.39%,+679.55%,3.58,305.74,9.69,"2,52,060.06","1,26,750.41",+98.86%,"1,04,445.48","46,101.86",+126.55%,"11,002.90","-30,156.65",-136.49%,3.58,-21.17,-116.89%,112.86,117.31,-3.79%,"69,06,062.46","71,77,311.38",-3.78%,"62,11,402.71","65,09,003.70",-4.57%,"6,15,500.00","5,69,698.50",+8.04%,"79,159.75","98,609.18",-19.72%
GSY,Garima Samriddhi Yojana,Mutual Fund,9.65,1.21 Ar,+1.58%,-0.72%,+5.46%,+7.70%,+7.22%,+7.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUFL,Gurkhas Finance Ltd.,Finance,552.20,4.79 Ar,-0.14%,-4.63%,+8.38%,+9.78%,-10.86%,+26.94%,14.21,38.87,3.71,"3,14,416.20","1,96,118.65",+60.32%,"1,04,153.04","80,071.07",+30.08%,"61,657.32","-42,415.13",-245.37%,14.21,-19.55,-172.68%,148.65,134.18,+10.79%,"1,07,91,318.74","1,05,20,874.62",+2.57%,"95,01,046.46","93,56,238.88",+1.55%,"8,67,993.80","8,67,993.80",0.00%,"4,22,278.48","2,96,641.94",+42.35%
GVL,Green Ventures Limited,Hydro Power,486.30,16.72 Ar,+0.70%,-1.16%,-1.76%,-5.09%,-11.24%,+79.55%,27.16,17.91,3.89,"10,12,666.53","5,76,092.88",+75.78%,"6,83,281.28","4,19,226.46",+62.99%,"4,66,745.66","3,02,893.57",+54.10%,27.16,35.25,-22.95%,124.97,120.81,+3.44%,"1,07,89,634.27","1,06,72,079.76",+1.10%,"64,93,847.27","65,19,215.55",-0.39%,"34,37,500.00","34,37,500.00",0.00%,"8,58,287.01","7,15,364.21",+19.98%
GWFD83,12 % Goodwill Finance Limited Debenture 2083,Bond,"1,097.30",0.00,-1.94%,-1.76%,-11.44%,-6.69%,-8.97%,-5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8020,Himalayan 80-20,Mutual Fund,11.42,1.14 Ar,-1.97%,0.00%,+2.42%,+8.56%,+28.07%,+37.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHY,Hathway Investment Nepal Limited,Organized Fund,917.00,25.96 Ar,+0.65%,-0.22%,+3.73%,-0.32%,-29.40%,+296.45%,1.23,747.82,13.61,"98,832.09","8,814.26","+1,021.27%","29,791.84","14,366.45",+107.37%,"19,443.04","4,423.41",+339.55%,1.23,0.56,+119.77%,67.38,66.64,+1.11%,"27,24,757.35","27,22,883.72",+0.07%,"5,87,931.77","6,09,557.16",-3.55%,"15,85,584.00","15,85,584.00",0.00%,"5,51,241.58","5,27,742.56",+4.45%
HBL,Himalayan Bank,Commercial Banks,190.00,41.15 Ar,+0.05%,0.00%,0.00%,-0.16%,-15.97%,-52.55%,11.45,16.60,1.09,"1,18,11,788.28","62,24,375.62",+89.77%,"47,02,327.90","25,07,111.35",+87.56%,"12,92,681.91","7,02,894.98",+83.91%,11.45,12.45,-8.05%,174.23,177.63,-1.91%,"40,02,43,766.10","38,46,74,582.00",+4.05%,"36,08,99,137.00","34,45,63,047.30",+4.74%,"2,25,81,662.53","2,25,81,662.53",0.00%,"1,67,62,966.58","1,75,29,873.22",-4.37%
HBLD86,"Himalayan Bank Limited Bond, 2086",Bond,"1,152.50",0.00,+1.99%,+1.99%,-0.22%,-2.17%,+3.19%,+15.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDHPC,Himal Dolakha Hydropower Company Limited,Hydro Power,209.90,5.88 Ar,-0.76%,+0.67%,+18.72%,+21.33%,+4.95%,+75.75%,2.33,90.22,2.69,"69,604.77","1,17,697.56",-40.86%,"52,108.38","90,371.15",-42.34%,"16,286.32","-40,356.30",-140.36%,2.33,-1.44,-261.43%,77.95,75.92,+2.66%,"23,84,457.21","23,54,885.80",+1.26%,"2,01,921.41","2,28,992.61",-11.82%,"28,00,000.00","28,00,000.00",0.00%,"-6,17,464.20","-6,74,106.82",-8.40%
HDL,Himalayan Distillery,Manufacturing And Processing,"1,137.50",34.96 Ar,+0.12%,-0.31%,-0.73%,-1.26%,+14.62%,+13.53%,24.31,46.78,9.41,"17,87,833.33","6,09,777.61",+193.19%,"12,28,350.89","3,88,963.82",+215.80%,"4,48,367.37","90,258.17",+396.76%,24.31,11.75,+106.98%,120.87,138.40,-12.66%,"51,68,267.36","49,50,110.17",+4.41%,"7,10,332.22","6,96,614.14",+1.97%,"36,88,082.18","30,73,401.81",+20.00%,"7,69,852.97","11,80,094.22",-34.76%
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,502.00,12.55 Ar,-0.99%,-2.71%,-1.08%,+4.93%,-19.74%,+26.80%,1.26,398.31,1.44,"13,70,378.33","7,93,246.48",+72.76%,"3,95,647.51","83,034.53",+376.49%,"15,755.11","-1,09,337.40",-114.41%,1.26,-17.49,-107.20%,209.67,205.96,+1.80%,"1,23,37,298.01","1,21,08,227.93",+1.89%,"70,95,305.02","69,58,785.95",+1.96%,"25,00,157.40","25,00,157.40",0.00%,"3,08,489.22","2,24,221.70",+37.58%
HEIP,Himalayan Everest Insurance Limited Promoter,Non Life Insurance,305.00,81.59 Cr,-0.97%,+0.30%,-5.51%,-3.86%,-22.81%,+36.86%,1.26,242.00,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHL,Himalayan Hydropower Limited,Hydro Power,346.00,3.79 Ar,+0.87%,+1.29%,+7.79%,+4.85%,-42.52%,+37.96%,10.78,32.08,4.15,"1,87,144.76","1,06,577.21",+75.60%,"1,66,236.69","91,236.42",+82.20%,"59,045.72","36,333.76",+62.51%,10.78,13.27,-18.75%,83.35,81.28,+2.55%,"22,59,174.99","22,78,284.63",-0.84%,"13,46,492.66","13,88,314.27",-3.01%,"10,95,000.00","10,95,000.00",0.00%,"-1,82,317.68","-2,05,029.64",-11.08%
HIDCL,Hydroelectricity Investment and Development Company,Organized Fund,266.50,65.45 Ar,+0.95%,+1.06%,+4.14%,+4.36%,+6.48%,+50.86%,3.23,82.58,2.38,"5,60,089.00","2,89,725.00",+93.32%,"5,49,510.00","2,75,114.00",+99.74%,"4,02,245.00","1,93,976.00",+107.37%,3.23,3.16,+2.15%,112.02,115.55,-3.05%,"2,88,26,524.00","2,89,69,127.00",-0.49%,"9,00,721.00","5,89,706.00",+52.74%,"2,49,28,211.00","2,45,59,813.00",+1.50%,"29,97,594.00","38,19,608.00",-21.52%
HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,Organized Fund,193.30,6.38 Ar,-0.87%,+0.16%,+7.45%,+6.85%,+11.80%,+112.05%,3.23,59.90,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMSTAR,Him Star Urja Company Limited,Hydro Power,956.00,3.57 Ar,-0.21%,-5.25%,+2.25%,+59.60%,+257.38%,+257.38%,-5.84,-163.73,10.03,"1,05,757.09",0.00,0.00%,"46,627.49",0.00,0.00%,"-10,889.73",552.58,"-2,070.70%",-5.84,0.59,"-1,085.35%",95.31,98.38,-3.12%,"13,00,406.56","12,81,227.58",+1.50%,"9,44,917.62","9,14,271.32",+3.35%,"3,73,000.00","3,73,000.00",0.00%,"-17,511.05","-6,043.74",+189.74%
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,905.00,2.89 Ar,0.00%,-2.69%,+0.56%,+7.16%,-6.72%,+24.85%,26.24,34.50,5.41,"3,38,800.82","1,71,953.28",+97.03%,"1,97,702.05","98,869.04",+99.96%,"44,742.73","20,708.17",+116.06%,26.24,25.90,+1.30%,167.35,170.96,-2.12%,"60,22,420.07","58,63,966.15",+2.70%,"54,51,621.24","53,17,190.58",+2.53%,"3,41,086.04","3,19,818.20",+6.65%,"2,29,712.80","2,26,957.37",+1.21%
HLI,Himalayan Life Insurance Limited,Life Insurance,362.10,33.11 Ar,0.00%,-2.11%,-1.15%,-2.08%,-10.85%,+10.44%,4.52,80.07,3.28,"1,14,21,491.06","58,92,478.49",+93.83%,"10,65,794.87","4,35,853.36",+144.53%,"2,06,737.35","1,27,759.53",+61.82%,4.52,5.59,-19.09%,106.91,105.65,+1.19%,"9,73,20,570.49","9,41,62,544.33",+3.35%,"8,75,45,165.17","8,45,02,330.71",+3.60%,"91,43,237.31","91,43,237.31",0.00%,"9,47,624.63","7,76,802.13",+21.99%
HLICF,HLI Large Cap Fund,Mutual Fund,9.25,4.63 Ar,-1.60%,-5.80%,+2.78%,+2.55%,-4.64%,-4.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPPL,Himalayan Power Partner Ltd.,Hydro Power,468.00,4.99 Ar,-0.21%,-1.47%,+2.41%,-3.51%,-21.87%,+39.70%,20.10,23.29,3.71,"3,98,255.18","2,16,050.05",+84.33%,"3,70,319.21","1,99,646.53",+85.49%,"1,07,055.65","63,877.72",+67.59%,20.10,23.98,-16.20%,126.02,122.30,+3.04%,"54,96,965.30","54,78,051.37",+0.35%,"41,54,333.53","41,75,068.89",-0.50%,"10,65,417.00","10,65,417.00",0.00%,"2,77,214.76","2,37,565.48",+16.69%
HRL,Himalayan Reinsurance Limited,ReInsurance,843.30,91.65 Ar,+0.39%,-3.07%,+0.63%,+6.61%,+3.82%,+169.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,283.89,5.62 Ar,+0.92%,+11.29%,+27.31%,+27.88%,+9.15%,+64.58%,10.56,26.88,2.96,"2,93,955.98","1,87,790.93",+56.53%,"2,88,076.86","1,84,035.11",+56.53%,"1,04,550.72","66,232.43",+57.85%,10.56,13.38,-21.07%,95.84,93.94,+2.02%,"36,05,092.32","36,34,722.99",-0.82%,"17,07,523.05","17,74,778.07",-3.79%,"19,80,000.00","19,80,000.00",0.00%,"-82,430.72","-1,20,055.08",-31.34%
ICFC,ICFC Finance,Finance,651.20,7.71 Ar,+0.34%,-1.48%,+1.12%,+9.28%,+1.98%,+158.06%,5.41,120.30,3.83,"9,12,846.40","4,79,750.19",+90.28%,"3,01,384.12","1,59,361.12",+89.12%,"32,030.15","22,455.41",+42.64%,5.41,7.59,-28.68%,170.19,183.63,-7.32%,"2,52,48,834.76","2,43,97,565.79",+3.49%,"2,32,34,650.37","2,22,24,355.68",+4.55%,"11,83,470.96","11,83,470.96",0.00%,"8,30,713.42","9,89,739.15",-16.07%
ICFCD88,9% ICFC Finance Limited Debenture 2088,Bond,"1,125.70",0.00,+0.37%,+0.51%,-3.61%,-1.25%,+2.34%,+2.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGI,IGI Prudential insurance Limited,Non Life Insurance,425.60,12.89 Ar,-0.47%,-3.27%,+1.36%,+4.54%,-27.42%,-36.51%,-11.96,-35.59,1.20,"9,14,374.53","4,44,750.29",+105.59%,"29,800.12","-66,550.29",-144.78%,"-1,81,132.90","-2,07,601.51",-12.75%,-11.96,-27.41,-56.37%,176.25,179.41,-1.76%,"1,46,16,641.01","1,43,86,291.17",+1.60%,"92,77,449.67","89,51,270.35",+3.64%,"30,29,334.64","30,29,334.64",0.00%,"-1,75,341.16","-49,012.25",+257.75%
IHL,Ingwa Hydropower Limited,Hydro Power,511.00,3.07 Ar,-1.18%,-7.33%,-4.49%,-1.73%,-35.15%,+59.24%,4.50,113.46,5.21,"1,55,064.23","79,458.83",+95.15%,"1,30,773.14","69,998.16",+86.82%,"13,511.82","5,601.89",+141.20%,4.50,3.73,+20.60%,98.02,96.70,+1.36%,"24,34,780.14","24,55,732.15",-0.85%,"18,46,666.10","18,75,528.04",-1.54%,"6,00,000.00","6,00,000.00",0.00%,"-11,885.97","-19,795.89",-39.96%
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,Microcredit,956.00,4.76 Ar,-0.10%,-2.45%,-4.02%,-15.85%,-4.51%,-2.05%,24.07,39.72,6.98,"3,85,831.49","1,96,131.18",+96.72%,"2,12,061.86","1,05,219.14",+101.54%,"59,866.11","31,477.03",+90.19%,24.07,25.31,-4.91%,136.88,162.96,-16.00%,"60,14,973.16","63,25,337.87",-4.91%,"53,34,106.42","55,14,738.05",-3.28%,"4,97,415.94","4,97,415.94",0.00%,"1,83,450.80","3,13,183.88",-41.42%
ILI,IME Life Insurance Company Limited,Life Insurance,437.30,21.86 Ar,-0.57%,-0.77%,-0.84%,-0.95%,-6.48%,+0.17%,10.83,40.39,4.02,"39,72,004.00","19,48,445.35",+103.86%,"7,22,255.78","3,51,281.73",+105.61%,"2,70,658.53","1,58,314.06",+70.96%,10.83,12.67,-14.52%,129.16,137.41,-6.00%,"2,30,38,519.59","2,21,62,186.02",+3.95%,"1,65,80,446.48","1,52,91,792.91",+8.43%,"50,00,000.00","50,00,000.00",0.00%,"4,34,287.36","8,62,623.76",-49.66%
JBBL,Jyoti Bikas Bank,Development Bank,337.00,14.81 Ar,+2.12%,-0.30%,+2.15%,+6.54%,-6.10%,+66.88%,14.16,23.80,2.17,"24,69,738.75","12,83,529.07",+92.42%,"10,34,196.18","5,25,976.92",+96.62%,"3,11,271.41","70,334.51",+342.56%,14.16,6.40,+121.28%,155.09,149.00,+4.09%,"7,39,60,600.30","7,36,01,324.74",+0.49%,"6,71,43,053.64","6,70,51,754.50",+0.14%,"43,95,785.89","43,95,785.89",0.00%,"24,21,760.77","21,53,784.36",+12.44%
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,316.00",20.22 Ar,+0.08%,+0.66%,-1.21%,+5.48%,+7.98%,+283.98%,50.65,25.98,4.75,"19,87,137.45","10,48,018.94",+89.61%,"10,40,622.43","5,57,316.72",+86.72%,"3,89,037.48","1,45,859.06",+166.72%,50.65,37.98,+33.36%,277.15,293.80,-5.67%,"3,13,55,890.60","3,04,12,929.57",+3.10%,"2,70,98,338.17","2,58,99,594.14",+4.63%,"15,36,171.55","15,36,171.55",0.00%,"27,21,380.89","29,77,163.88",-8.59%
JBLBP,Jeevan Bikas Laghubitta Bittya Sanstha Ltd Promoter,Microcredit,100.00,3.04 Ar,0.00%,0.00%,0.00%,-4.76%,-7.41%,+1229.64%,50.65,9.87,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFL,Janaki Finance,Finance,425.00,2.93 Ar,-0.79%,-3.41%,-1.16%,-1.16%,-17.64%,+81.23%,-6.48,-65.55,-77.45,"1,57,391.10","71,043.19",+121.54%,"56,785.00","17,424.51",+225.89%,"-22,383.53","1,845.98","-1,312.56%",-6.48,1.07,-706.27%,-5.49,-1.98,+177.41%,"45,88,045.23","46,70,086.27",-1.76%,"46,25,932.05","46,83,743.58",-1.23%,"6,90,472.80","6,90,472.80",0.00%,"-7,28,359.62","-7,04,130.11",+3.44%
JHAPA,Jhapa Energy Limited,Hydro Power,"1,300.00",4.94 Ar,-1.52%,-9.47%,-11.56%,+317.74%,+317.74%,+317.74%,5.53,234.88,12.88,"53,704.96","29,014.08",+85.10%,"48,291.47","26,531.46",+82.02%,"10,521.31","4,565.75",+130.44%,5.53,4.80,+15.22%,100.92,99.35,+1.58%,"8,51,266.42","8,57,497.13",-0.73%,"4,67,579.19","4,79,765.53",-2.54%,"3,80,190.00","3,80,190.00",0.00%,"3,497.23","-2,458.33",-242.26%
JOSHI,Joshi Hydropower Development Company Ltd,Hydro Power,307.60,1.89 Ar,-0.45%,+0.75%,+9.12%,-0.03%,+4.22%,+175.84%,-8.55,-35.99,6.86,"25,456.32","19,347.10",+31.58%,"17,219.89","15,609.16",+10.32%,"-31,743.57","-17,835.78",+77.98%,-8.55,-6.40,+33.48%,44.82,48.57,-7.71%,"4,59,048.43","4,64,463.74",-1.17%,"2,92,583.53","2,84,091.06",+2.99%,"3,71,400.00","3,71,400.00",0.00%,"-2,04,935.11","-1,91,027.32",+7.28%
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank,Microcredit,"1,135.00",1.93 Ar,+0.44%,-3.65%,-2.57%,-0.35%,-31.42%,-36.18%,11.80,96.21,6.64,"1,32,820.64","66,282.09",+100.39%,"64,786.24","30,083.61",+115.35%,"10,032.59",896.91,"+1,018.57%",11.80,2.11,+459.30%,170.87,166.77,+2.46%,"23,26,826.83","23,69,073.91",-1.78%,"20,36,193.57","20,85,409.79",-2.36%,"1,70,091.90","1,70,091.90",0.00%,"1,20,541.36","1,13,572.22",+6.14%
KBL,Kumari Bank,Commercial Banks,188.00,49.30 Ar,+1.62%,+1.51%,+4.85%,+3.35%,-5.62%,-31.41%,20.74,9.06,1.24,"1,51,75,838.26","73,36,110.44",+106.86%,"67,83,509.67","29,12,050.99",+132.95%,"27,20,085.58","10,56,531.17",+157.45%,20.74,16.11,+28.73%,151.16,145.21,+4.10%,"45,29,69,256.00","44,23,70,137.00",+2.40%,"41,33,25,274.00","40,42,87,189.10",+2.24%,"2,62,25,861.34","2,62,25,861.34",0.00%,"1,34,18,120.73","1,18,57,086.59",+13.17%
KBSH,Kutheli Bukhari Small Hydropower Limited,Hydro Power,"1,656.40",2.22 Ar,+0.69%,-2.56%,-2.10%,+3.20%,-26.39%,+280.57%,12.41,133.43,11.68,"19,451.92","8,198.05",+137.27%,"18,127.46","7,626.25",+137.70%,"8,320.44","2,544.04",+227.06%,12.41,7.59,+63.53%,141.76,137.56,+3.05%,"2,16,212.89","2,15,365.00",+0.39%,"26,179.37","30,954.70",-15.43%,"1,34,054.25","1,34,054.25",0.00%,"55,979.27","50,356.06",+11.17%
